,imageID,"predict(0=mamoa,1=not_mamoa)",conclusion
0,0_0.jpg,1,True
1,1_0.jpg,1,True
2,2_0.jpg,1,True
3,3_0.jpg,1,True
4,4_0.jpg,1,True
5,5_0.jpg,1,True
6,6_0.jpg,1,True
7,7_0.jpg,1,True
8,8_0.jpg,1,True
9,9_0.jpg,1,True
10,10_0.jpg,1,True
11,11_0.jpg,1,True
12,12_0.jpg,1,True
13,13_0.jpg,1,True
14,14_0.jpg,1,True
15,15_0.jpg,1,True
16,16_0.jpg,1,True
17,17_0.jpg,1,True
18,18_0.jpg,1,True
19,19_0.jpg,1,True
20,20_0.jpg,1,True
21,21_0.jpg,1,True
22,22_0.jpg,1,True
23,23_0.jpg,1,True
24,24_0.jpg,1,True
25,25_0.jpg,1,True
26,26_0.jpg,1,True
27,27_0.jpg,1,True
28,28_0.jpg,1,True
29,29_0.jpg,1,True
30,30_0.jpg,1,True
31,31_0.jpg,1,True
32,32_0.jpg,1,True
33,33_0.jpg,1,True
34,34_0.jpg,1,True
35,35_0.jpg,1,True
36,36_0.jpg,1,True
37,37_0.jpg,1,True
38,38_0.jpg,1,True
39,39_0.jpg,1,True
40,40_0.jpg,1,True
41,41_0.jpg,1,True
42,42_0.jpg,0,False
43,43_0.jpg,0,False
44,44_0.jpg,0,False
45,45_0.jpg,1,True
46,46_0.jpg,1,True
47,47_0.jpg,1,True
48,48_0.jpg,1,True
49,49_0.jpg,1,True
50,50_0.jpg,1,True
51,51_0.jpg,1,True
52,52_0.jpg,1,True
53,53_0.jpg,1,True
54,54_0.jpg,0,False
55,55_0.jpg,1,True
56,56_0.jpg,1,True
57,57_0.jpg,1,True
58,58_0.jpg,1,True
59,59_0.jpg,1,True
60,60_0.jpg,1,True
61,61_0.jpg,1,True
62,62_0.jpg,1,True
63,63_0.jpg,1,True
64,64_0.jpg,1,True
65,65_0.jpg,1,True
66,66_0.jpg,1,True
67,67_0.jpg,1,True
68,68_0.jpg,0,False
69,69_0.jpg,1,True
70,70_0.jpg,1,True
71,71_0.jpg,1,True
72,72_0.jpg,1,True
73,73_0.jpg,1,True
74,74_0.jpg,1,True
75,75_0.jpg,1,True
76,76_0.jpg,1,True
77,77_0.jpg,1,True
78,78_0.jpg,0,False
79,79_0.jpg,1,True
80,80_0.jpg,1,True
81,81_0.jpg,1,True
82,82_0.jpg,0,False
83,83_0.jpg,1,True
84,84_0.jpg,0,False
85,85_0.jpg,0,False
86,86_0.jpg,1,True
87,87_0.jpg,1,True
88,88_0.jpg,1,True
89,89_0.jpg,1,True
90,90_0.jpg,1,True
91,91_0.jpg,1,True
92,92_0.jpg,1,True
93,93_0.jpg,1,True
94,94_0.jpg,1,True
95,95_0.jpg,1,True
96,96_0.jpg,1,True
97,97_0.jpg,1,True
98,98_0.jpg,1,True
99,99_0.jpg,1,True
100,100_0.jpg,1,True
101,101_0.jpg,1,True
102,102_0.jpg,1,True
103,103_0.jpg,1,True
104,104_0.jpg,1,True
105,105_0.jpg,1,True
106,106_0.jpg,0,False
107,107_0.jpg,1,True
108,108_0.jpg,1,True
109,109_0.jpg,1,True
110,110_0.jpg,1,True
111,111_0.jpg,1,True
112,112_0.jpg,1,True
113,113_0.jpg,1,True
114,114_0.jpg,1,True
115,115_0.jpg,1,True
116,116_0.jpg,1,True
117,117_0.jpg,1,True
118,118_0.jpg,1,True
119,119_0.jpg,1,True
120,120_0.jpg,1,True
121,121_0.jpg,1,True
122,122_0.jpg,1,True
123,123_0.jpg,1,True
124,124_0.jpg,0,False
125,125_0.jpg,1,True
126,126_0.jpg,1,True
127,127_0.jpg,1,True
128,128_0.jpg,1,True
129,129_0.jpg,1,True
130,130_0.jpg,1,True
131,131_0.jpg,1,True
132,132_0.jpg,1,True
133,133_0.jpg,1,True
134,134_0.jpg,1,True
135,135_0.jpg,1,True
136,136_0.jpg,1,True
137,137_0.jpg,1,True
138,138_0.jpg,1,True
139,139_0.jpg,1,True
140,140_0.jpg,1,True
141,141_0.jpg,1,True
142,142_0.jpg,1,True
143,143_0.jpg,1,True
144,144_0.jpg,1,True
145,145_0.jpg,1,True
146,146_0.jpg,1,True
147,147_0.jpg,1,True
148,148_0.jpg,1,True
149,149_0.jpg,1,True
150,150_0.jpg,1,True
151,151_0.jpg,1,True
152,152_0.jpg,1,True
153,153_0.jpg,1,True
154,154_0.jpg,1,True
155,155_0.jpg,1,True
156,156_0.jpg,1,True
157,157_0.jpg,1,True
158,158_0.jpg,1,True
159,159_0.jpg,1,True
160,160_0.jpg,1,True
161,161_0.jpg,1,True
162,162_0.jpg,1,True
163,163_0.jpg,1,True
164,164_0.jpg,1,True
165,165_0.jpg,1,True
166,166_0.jpg,1,True
167,167_0.jpg,1,True
168,168_0.jpg,1,True
169,169_0.jpg,1,True
170,170_0.jpg,1,True
171,171_0.jpg,1,True
172,172_0.jpg,1,True
173,173_0.jpg,1,True
174,174_0.jpg,1,True
175,175_0.jpg,1,True
176,176_0.jpg,1,True
177,177_0.jpg,1,True
178,178_0.jpg,1,True
179,179_0.jpg,1,True
180,180_0.jpg,1,True
181,181_0.jpg,1,True
182,182_0.jpg,1,True
183,183_0.jpg,1,True
184,184_0.jpg,1,True
185,185_0.jpg,1,True
186,186_0.jpg,1,True
187,187_0.jpg,1,True
188,188_0.jpg,1,True
189,189_0.jpg,1,True
190,190_0.jpg,1,True
191,191_0.jpg,1,True
192,192_0.jpg,1,True
193,193_0.jpg,1,True
194,194_0.jpg,1,True
195,195_0.jpg,1,True
196,196_0.jpg,1,True
197,197_0.jpg,1,True
198,198_0.jpg,1,True
199,199_0.jpg,1,True
200,200_0.jpg,1,True
201,201_0.jpg,1,True
202,202_0.jpg,1,True
203,203_0.jpg,1,True
204,204_0.jpg,1,True
205,205_0.jpg,1,True
206,206_0.jpg,1,True
207,207_0.jpg,1,True
208,208_0.jpg,1,True
209,209_0.jpg,1,True
210,210_0.jpg,1,True
211,211_0.jpg,1,True
212,212_0.jpg,1,True
213,213_0.jpg,1,True
214,214_0.jpg,1,True
215,215_0.jpg,1,True
216,216_0.jpg,1,True
217,217_0.jpg,1,True
218,218_0.jpg,1,True
219,219_0.jpg,1,True
220,220_0.jpg,1,True
221,221_0.jpg,1,True
222,222_0.jpg,1,True
223,223_0.jpg,1,True
224,224_0.jpg,1,True
225,225_0.jpg,1,True
226,226_0.jpg,1,True
227,227_0.jpg,1,True
228,228_0.jpg,1,True
229,229_0.jpg,1,True
230,230_0.jpg,1,True
231,231_0.jpg,1,True
232,232_0.jpg,1,True
233,233_0.jpg,1,True
234,234_0.jpg,1,True
235,235_0.jpg,1,True
236,236_0.jpg,1,True
237,237_0.jpg,1,True
238,238_0.jpg,1,True
239,239_0.jpg,1,True
240,240_0.jpg,1,True
241,241_0.jpg,1,True
242,242_0.jpg,1,True
243,243_0.jpg,1,True
244,244_0.jpg,1,True
245,245_0.jpg,1,True
246,246_0.jpg,1,True
247,247_0.jpg,1,True
248,248_0.jpg,1,True
249,249_0.jpg,1,True
250,250_0.jpg,1,True
251,251_0.jpg,1,True
252,252_0.jpg,1,True
253,253_0.jpg,1,True
254,254_0.jpg,1,True
255,255_0.jpg,1,True
256,256_0.jpg,1,True
257,257_0.jpg,1,True
258,258_0.jpg,1,True
259,259_0.jpg,1,True
260,260_0.jpg,1,True
261,261_0.jpg,1,True
262,262_0.jpg,1,True
263,263_0.jpg,1,True
264,264_0.jpg,1,True
265,265_0.jpg,1,True
266,266_0.jpg,1,True
267,267_0.jpg,1,True
268,268_0.jpg,1,True
269,269_0.jpg,1,True
270,270_0.jpg,1,True
271,271_0.jpg,1,True
272,272_0.jpg,1,True
273,273_0.jpg,1,True
274,274_0.jpg,1,True
275,275_0.jpg,1,True
276,276_0.jpg,1,True
277,277_0.jpg,1,True
278,278_0.jpg,1,True
279,279_0.jpg,1,True
280,280_0.jpg,1,True
281,281_0.jpg,1,True
282,282_0.jpg,1,True
283,283_0.jpg,1,True
284,284_0.jpg,1,True
285,285_0.jpg,1,True
286,286_0.jpg,1,True
287,287_0.jpg,1,True
288,288_0.jpg,1,True
289,289_0.jpg,1,True
290,290_0.jpg,1,True
291,291_0.jpg,1,True
292,292_0.jpg,1,True
293,293_0.jpg,1,True
294,294_0.jpg,1,True
295,295_0.jpg,1,True
296,296_0.jpg,1,True
297,297_0.jpg,1,True
298,298_0.jpg,1,True
299,299_0.jpg,1,True
300,300_0.jpg,1,True
301,301_0.jpg,1,True
302,302_0.jpg,1,True
303,303_0.jpg,1,True
304,304_0.jpg,1,True
305,305_0.jpg,1,True
306,306_0.jpg,1,True
307,307_0.jpg,1,True
308,308_0.jpg,1,True
309,309_0.jpg,1,True
310,310_0.jpg,1,True
311,311_0.jpg,1,True
312,312_0.jpg,1,True
313,313_0.jpg,1,True
314,314_0.jpg,1,True
315,315_0.jpg,1,True
316,316_0.jpg,1,True
317,317_0.jpg,1,True
318,318_0.jpg,1,True
319,319_0.jpg,1,True
320,320_0.jpg,1,True
321,321_0.jpg,1,True
322,322_0.jpg,1,True
323,323_0.jpg,1,True
324,324_0.jpg,1,True
325,325_0.jpg,1,True
326,326_0.jpg,1,True
327,327_0.jpg,1,True
328,328_0.jpg,1,True
329,329_0.jpg,1,True
330,330_0.jpg,1,True
331,331_0.jpg,1,True
332,332_0.jpg,1,True
333,333_0.jpg,1,True
334,334_0.jpg,1,True
335,335_0.jpg,1,True
336,336_0.jpg,1,True
337,0_1.jpg,1,True
338,1_1.jpg,1,True
339,2_1.jpg,1,True
340,3_1.jpg,1,True
341,4_1.jpg,1,True
342,5_1.jpg,1,True
343,6_1.jpg,1,True
344,7_1.jpg,1,True
345,8_1.jpg,1,True
346,9_1.jpg,1,True
347,10_1.jpg,1,True
348,11_1.jpg,1,True
349,12_1.jpg,1,True
350,13_1.jpg,1,True
351,14_1.jpg,1,True
352,15_1.jpg,1,True
353,16_1.jpg,1,True
354,17_1.jpg,1,True
355,18_1.jpg,1,True
356,19_1.jpg,1,True
357,20_1.jpg,1,True
358,21_1.jpg,1,True
359,22_1.jpg,1,True
360,23_1.jpg,1,True
361,24_1.jpg,1,True
362,25_1.jpg,1,True
363,26_1.jpg,1,True
364,27_1.jpg,1,True
365,28_1.jpg,1,True
366,29_1.jpg,1,True
367,30_1.jpg,1,True
368,31_1.jpg,1,True
369,32_1.jpg,1,True
370,33_1.jpg,1,True
371,34_1.jpg,1,True
372,35_1.jpg,1,True
373,36_1.jpg,1,True
374,37_1.jpg,1,True
375,38_1.jpg,1,True
376,39_1.jpg,1,True
377,40_1.jpg,1,True
378,41_1.jpg,1,True
379,42_1.jpg,0,False
380,43_1.jpg,1,True
381,44_1.jpg,0,False
382,45_1.jpg,1,True
383,46_1.jpg,1,True
384,47_1.jpg,1,True
385,48_1.jpg,1,True
386,49_1.jpg,1,True
387,50_1.jpg,1,True
388,51_1.jpg,1,True
389,52_1.jpg,1,True
390,53_1.jpg,1,True
391,54_1.jpg,1,True
392,55_1.jpg,1,True
393,56_1.jpg,1,True
394,57_1.jpg,1,True
395,58_1.jpg,1,True
396,59_1.jpg,1,True
397,60_1.jpg,1,True
398,61_1.jpg,1,True
